step,episode,ep_reward,ep_steps,success,p_hidden,critic_loss,actor_loss,coverage_loss,alpha
17230,3446,-26.4084,5,0,0.8927,1392.2998,22.1678,0.0966,0.0392
17235,3447,23.3904,5,0,0.8967,1327.9346,27.6461,0.5402,0.0392
17240,3448,39.2888,5,0,0.9392,1172.3245,21.3972,1.7269,0.0392
17245,3449,23.3839,5,0,0.9022,1334.6611,24.0944,0.0953,0.0392
17250,3450,28.2070,5,0,0.9538,1333.2693,27.0794,1.2479,0.0392
17255,3451,-10.5718,5,0,0.9275,1207.3765,26.6173,0.0595,0.0391
17260,3452,-10.0995,5,0,0.8738,1205.7141,26.6777,0.1153,0.0391
17265,3453,55.7167,5,0,0.9280,1380.2513,26.4425,0.0748,0.0391
17270,3454,-26.9766,5,0,0.6922,1158.0830,29.2580,0.2467,0.0391
17275,3455,-21.6055,5,0,0.9226,1274.2729,25.5837,0.0754,0.0391
17280,3456,-10.4803,5,0,0.9220,1192.2921,24.7683,0.0702,0.0391
17285,3457,-58.7102,5,0,0.8551,1163.0107,25.1855,0.1556,0.0390
17290,3458,-42.8391,5,0,0.9511,1204.0366,22.2364,0.0371,0.0390
17295,3459,-26.7741,5,0,0.9604,1254.9919,22.7878,0.0369,0.0390
17300,3460,55.3259,5,0,0.9647,1073.8142,33.3803,0.0331,0.0390
17305,3461,-10.7723,5,0,0.9709,1365.3383,29.3645,0.0290,0.0390
17310,3462,-26.7297,5,0,0.9487,1030.4268,23.5464,0.0497,0.0389
17315,3463,5.2673,5,0,0.9657,1333.5215,18.6314,0.0271,0.0389
17320,3464,-58.8980,5,0,0.9418,1049.2511,27.2600,0.0620,0.0389
17325,3465,-58.9644,5,0,0.9718,1128.8768,23.8421,0.0245,0.0389
17330,3466,-10.6458,5,0,0.9522,1265.6760,21.3061,0.0460,0.0389
17335,3467,-21.7309,5,0,0.9359,1142.3936,20.7435,0.0421,0.0388
17340,3468,-26.6698,5,0,0.9322,1235.6062,21.0785,0.0589,0.0388
17345,3469,28.5083,5,0,0.9082,965.7090,29.6771,1.4095,0.0388
17350,3470,-26.6760,5,0,0.9343,1183.4745,25.5767,0.0602,0.0388
17355,3471,-10.2486,5,0,0.9232,963.6910,20.2227,0.0949,0.0388
17360,3472,55.4118,5,0,0.9481,1171.7751,23.3687,1.1416,0.0387
17365,3473,-26.4591,5,0,0.8993,1122.0721,25.9296,0.1004,0.0387
17370,3474,-10.5286,5,0,0.9235,1427.0288,21.9841,0.0537,0.0387
17375,3475,23.3155,5,0,0.8536,1163.0444,31.0441,1.5397,0.0387
17380,3476,-10.0906,5,0,0.8131,1126.9150,25.1583,0.1190,0.0387
17385,3477,-42.7559,5,0,0.9373,1190.3105,20.6070,0.0613,0.0386
17390,3478,-53.8426,5,0,0.9217,1170.7812,22.8329,0.0800,0.0386
17395,3479,6.2925,5,0,0.8700,1011.1187,31.4003,0.1390,0.0386
17400,3480,-26.1976,5,0,0.8806,1234.7793,24.9345,0.1546,0.0386
17405,3481,-32.5183,5,0,0.8132,1078.8911,28.5988,0.0968,0.0386
17410,3482,45.1689,5,0,0.8325,1212.8335,17.5243,0.9740,0.0386
17415,3483,5.9051,5,0,0.9040,1130.9863,32.3853,0.0950,0.0385
17420,3484,-5.4373,5,0,0.9249,1140.8263,23.4922,0.0678,0.0385
17425,3485,-5.3734,5,0,0.9282,1286.8853,29.3535,0.0826,0.0385
17430,3486,-26.5041,5,0,0.8446,1395.4202,21.8836,0.1102,0.0385
17435,3487,12.3948,5,0,0.8710,1260.2472,22.3704,1.7546,0.0385
17440,3488,-26.5463,5,0,0.9217,1017.4645,25.6865,0.0764,0.0384
17445,3489,23.5248,5,0,0.8954,1205.8669,25.9170,2.4444,0.0384
17450,3490,-8.6144,5,0,0.8072,1234.0127,23.4700,1.9707,0.0384
17455,3491,-25.5961,5,0,0.7064,1127.6025,27.9528,0.2470,0.0384
17460,3492,6.4349,5,0,0.8448,1202.0198,26.8337,0.1550,0.0384
17465,3493,6.6091,5,0,0.8283,1131.0093,23.2852,0.1757,0.0383
17470,3494,-75.0000,5,0,0.7979,1345.7655,21.6025,0.2137,0.0383
17475,3495,-58.5826,5,0,0.7119,1146.7346,24.6287,0.2365,0.0383
17480,3496,-58.8756,5,0,0.7815,1041.2310,26.2523,0.1321,0.0383
17485,3497,-25.7825,5,0,0.7747,1227.1970,24.6103,0.2479,0.0383
17490,3498,-9.2745,5,0,0.8193,1284.0486,25.0026,0.2430,0.0382
17495,3499,-26.4970,5,0,0.8957,1019.2081,22.9972,0.0879,0.0382
17500,3500,6.4375,5,0,0.8461,1142.9501,26.5431,0.1554,0.0382
17505,3501,-10.0660,5,0,0.8793,1080.5187,24.9829,0.1251,0.0382
17510,3502,-9.9487,5,0,0.8464,1250.1384,24.5981,0.1203,0.0382
17515,3503,-9.5663,5,0,0.7989,1059.2852,20.3249,0.1896,0.0382
17520,3504,40.0071,5,0,0.8651,929.8127,20.3055,2.0750,0.0381
17525,3505,57.3377,5,0,0.7085,1083.7694,27.0616,1.0778,0.0381
17530,3506,7.0711,5,0,0.7523,1196.4631,24.0757,0.2374,0.0381
17535,3507,-26.1440,5,0,0.8409,931.0417,26.9509,0.1541,0.0381
17540,3508,-21.2495,5,0,0.8617,1153.4072,23.1866,0.1258,0.0381
17545,3509,-25.9493,5,0,0.8353,1293.5374,25.8067,0.1900,0.0380
17550,3510,-10.3883,5,0,0.8346,1116.1010,25.2152,0.0999,0.0380
17555,3511,-9.7671,5,0,0.8537,1086.4041,20.6393,0.1615,0.0380
17560,3512,-25.8662,5,0,0.7804,1233.1924,26.4012,0.2126,0.0380
17565,3513,-42.6143,5,0,0.8912,1036.3059,13.7734,0.1042,0.0380
17570,3514,-26.0559,5,0,0.8585,885.9758,30.0547,0.1510,0.0379
17575,3515,-9.9824,5,0,0.8686,1237.9491,21.7178,0.1394,0.0379
17580,3516,-9.5647,5,0,0.8266,1466.5610,25.6563,0.1753,0.0379
17585,3517,-21.4404,5,0,0.8357,1102.0271,23.5467,0.1430,0.0379
17590,3518,-26.4899,5,0,0.8831,1097.3914,22.6475,0.1039,0.0379
17595,3519,39.4514,5,0,0.9311,1163.6079,25.9607,2.8453,0.0379
17600,3520,7.3840,5,0,0.9049,1168.8507,20.0925,2.4405,0.0378
17605,3521,-42.4734,5,0,0.7632,1005.5270,22.2296,0.1785,0.0378
17610,3522,-42.4697,5,0,0.8125,1271.0403,18.4626,0.1768,0.0378
17615,3523,-10.1260,5,0,0.8884,1351.9703,26.3716,0.1162,0.0378
17620,3524,-26.0653,5,0,0.7888,1368.9586,17.1155,0.1870,0.0378
17625,3525,-42.5361,5,0,0.8772,928.2603,28.8282,0.1078,0.0377
17630,3526,40.9489,5,0,0.6947,1323.6167,19.1483,0.4612,0.0377
17635,3527,-9.6564,5,0,0.7852,1216.0308,26.3277,0.1970,0.0377
17640,3528,-9.9902,5,0,0.8660,1132.0889,22.7952,0.1222,0.0377
17645,3529,-42.4796,5,0,0.8804,1138.7939,23.8607,0.1274,0.0377
17650,3530,-58.6398,5,0,0.8229,1145.4763,25.5731,0.2160,0.0376
17655,3531,-26.4942,5,0,0.8997,1345.7400,20.7524,0.0820,0.0376
17660,3532,-26.4447,5,0,0.8948,1150.1926,22.3894,0.1042,0.0376
17665,3533,-10.2889,5,0,0.9104,1144.9065,16.0481,0.0935,0.0376
17670,3534,12.5577,5,0,0.8366,1044.4243,23.4886,0.1519,0.0376
17675,3535,-10.5576,5,0,0.9303,1139.3220,28.0578,0.0554,0.0376
17680,3536,-42.6158,5,0,0.9022,1289.2483,18.7746,0.1103,0.0375
17685,3537,-26.7226,5,0,0.9328,998.8163,20.6201,0.0550,0.0375
17690,3538,-26.7809,5,0,0.9595,871.6289,27.1837,0.0373,0.0375
17695,3539,-10.2793,5,0,0.8052,850.1378,25.0227,0.1190,0.0375
17700,3540,5.6047,5,0,0.9423,1108.6896,25.1330,0.0624,0.0375
17705,3541,39.6703,5,0,0.8884,1143.8120,20.6057,1.3209,0.0374
17710,3542,-10.6731,5,0,0.9535,1318.3539,24.3117,0.0409,0.0374
17715,3543,-26.7813,5,0,0.9583,1348.0715,23.3753,0.0360,0.0374
17720,3544,-10.4084,5,0,0.8844,1116.5446,29.1132,0.0867,0.0374
17725,3545,5.4084,5,0,0.9535,1091.7186,25.4882,0.0417,0.0374
17730,3546,-26.4722,5,0,0.9041,1027.0814,22.4858,0.0978,0.0373
17735,3547,-10.5818,5,0,0.9470,1218.8989,17.8670,0.0535,0.0373
17740,3548,39.5536,5,0,0.9426,1010.3217,23.9378,1.0972,0.0373
17745,3549,-10.7003,5,0,0.9587,1031.2003,24.9746,0.0379,0.0373
17750,3550,39.5684,5,0,0.9015,1245.7947,28.0530,2.7589,0.0373
17755,3551,-10.2991,5,0,0.8924,1010.0857,17.0285,0.0898,0.0373
17760,3552,40.0605,5,0,0.8591,1222.5216,23.7997,2.0588,0.0372
17765,3553,-32.3010,5,0,0.7782,1326.2341,22.0861,0.1944,0.0372
17770,3554,40.2200,5,0,0.8338,1098.3297,26.0118,2.0464,0.0372
17775,3555,-26.5727,5,0,0.8833,1077.3369,26.2863,0.0866,0.0372
17780,3556,-9.7313,5,0,0.8101,1196.5371,26.4948,0.1760,0.0372
17785,3557,40.3186,5,0,0.7528,1120.4934,26.4243,0.6326,0.0371
17790,3558,-25.6630,5,0,0.7481,1134.1646,26.7961,0.2754,0.0371
17795,3559,40.7432,5,0,0.7245,1065.9956,25.0138,0.4373,0.0371
17800,3560,-9.6314,5,0,0.8142,1160.5740,27.0793,0.1913,0.0371
17805,3561,6.8486,5,0,0.7818,1202.8408,23.6569,0.2051,0.0371
17810,3562,-21.0745,5,0,0.8160,1098.8418,24.6364,0.1834,0.0371
17815,3563,24.4069,5,0,0.7225,1184.0759,25.2685,0.4474,0.0370
17820,3564,-3.6138,5,0,0.7799,996.8603,20.2860,1.5983,0.0370
17825,3565,5.8814,5,0,0.8850,1161.8077,22.4139,0.0926,0.0370
17830,3566,8.3009,5,0,0.6609,1078.0139,26.3968,0.5298,0.0370
17835,3567,-58.6567,5,0,0.8126,934.3664,21.4758,0.1975,0.0370
17840,3568,-9.8704,5,0,0.8495,1062.9180,20.2611,0.1544,0.0369
17845,3569,40.1794,5,0,0.8240,1209.0181,25.2960,1.8958,0.0369
17850,3570,-10.0479,5,0,0.8482,1253.7180,17.4857,0.1224,0.0369
17855,3571,-25.3239,5,0,0.6727,1011.7293,22.8775,0.3366,0.0369
17860,3572,-58.7555,5,0,0.8049,1188.2233,18.3602,0.1727,0.0369
17865,3573,7.5445,5,0,0.7582,1027.3589,26.4781,0.2943,0.0368
17870,3574,57.9719,5,0,0.6656,1008.0383,23.7922,0.6326,0.0368
17875,3575,-9.5700,5,0,0.7773,1368.8335,23.7126,0.2044,0.0368
17880,3576,7.7506,5,0,0.7212,1318.7820,22.6420,0.3221,0.0368
17885,3577,-58.8534,5,0,0.8875,1408.5416,24.0353,0.1006,0.0368
17890,3578,-25.9846,5,0,0.8562,1118.2148,25.7291,0.1702,0.0368
17895,3579,7.9538,5,0,0.6823,1192.7100,21.2343,0.3538,0.0367
17900,3580,24.1872,5,0,0.8131,1012.9782,22.6933,1.0969,0.0367
17905,3581,-9.6663,5,0,0.8172,1044.7672,27.1712,0.1800,0.0367
17910,3582,-58.7381,5,0,0.7971,1468.1711,23.0798,0.1679,0.0367
17915,3583,-9.8369,5,0,0.8085,1092.7458,21.3044,0.1611,0.0367
17920,3584,-42.2274,5,0,0.7756,1178.0358,22.5362,0.4583,0.0366
17925,3585,6.6576,5,0,0.7846,1299.8965,22.9048,0.1818,0.0366
17930,3586,-75.0000,5,0,0.8536,1170.7440,21.5594,0.1453,0.0366
17935,3587,-58.6966,5,0,0.8361,1034.4204,20.5090,0.1642,0.0366
17940,3588,-42.7916,5,0,0.9256,982.8035,29.3350,0.0652,0.0366
17945,3589,-58.8041,5,0,0.8787,1268.1144,22.9736,0.1241,0.0366
17950,3590,-42.6962,5,0,0.9094,1175.0127,23.7119,0.0739,0.0365
17955,3591,-26.5538,5,0,0.9257,1057.9805,26.5262,0.0798,0.0365
17960,3592,6.3118,5,0,0.8644,1202.7524,21.8977,0.1407,0.0365
17965,3593,40.1552,5,0,0.7981,1054.0918,24.2249,1.9657,0.0365
17970,3594,-26.4630,5,0,0.9004,1159.1260,19.9823,0.0976,0.0365
17975,3595,-58.7653,5,0,0.8553,1231.0996,17.4631,0.1353,0.0364
17980,3596,-42.6798,5,0,0.8944,1058.9739,22.6984,0.0916,0.0364
17985,3597,-26.0307,5,0,0.7962,1026.5049,25.4742,0.1749,0.0364
17990,3598,23.4280,5,0,0.9178,1281.7107,21.8817,2.7561,0.0364
17995,3599,56.5100,5,0,0.8303,1003.2522,22.7176,1.8966,0.0364
18000,3600,-26.2609,5,0,0.8515,1126.7908,24.7149,0.1405,0.0364
18005,3601,-42.4148,5,0,0.7765,1149.6055,22.0906,0.4674,0.0363
18010,3602,-42.2288,5,0,0.7418,1149.4440,22.3110,0.2041,0.0363
18015,3603,-9.9641,5,0,0.8354,1156.3918,20.7819,0.1388,0.0363
18020,3604,7.0694,5,0,0.7590,1034.0100,22.7035,0.2328,0.0363
18025,3605,-58.6525,5,0,0.8087,1472.9736,23.2956,0.1752,0.0363
18030,3606,56.6263,5,0,0.8201,1092.3398,21.1308,1.8245,0.0362
18035,3607,-25.8475,5,0,0.7836,1134.2812,24.4149,0.2066,0.0362
18040,3608,-25.7339,5,0,0.8048,1161.6511,27.1939,0.1994,0.0362
18045,3609,-9.2098,5,0,0.7574,1266.4437,22.4160,0.2584,0.0362
18050,3610,-8.9018,5,0,0.7254,989.7798,24.7745,0.3079,0.0362
18055,3611,-42.3931,5,0,0.7983,1008.0270,26.6152,0.1932,0.0362
18060,3612,-10.0529,5,0,0.8760,1256.8718,17.8975,0.1221,0.0361
18065,3613,40.6680,5,0,0.7479,982.3224,24.1711,1.7296,0.0361
18070,3614,-20.9242,5,0,0.8203,1349.4531,19.5807,0.1794,0.0361
18075,3615,-42.0865,5,0,0.6652,965.0322,23.6503,0.3026,0.0361
18080,3616,-42.3724,5,0,0.7879,1284.3396,17.8294,0.1743,0.0361
18085,3617,-26.1457,5,0,0.8391,1268.8966,28.3420,0.1636,0.0361
18090,3618,-9.4314,5,0,0.7918,1177.6208,18.8946,0.2213,0.0360
18095,3619,-9.6833,5,0,0.8042,974.2374,23.3528,0.1877,0.0360
18100,3620,6.9792,5,0,0.7971,1144.8098,16.1649,0.2208,0.0360
18105,3621,6.0321,5,0,0.8723,1319.7847,17.4524,0.1092,0.0360
18110,3622,-26.2879,5,0,0.8494,1055.3744,12.1653,0.1350,0.0360
18115,3623,-75.0000,5,0,0.8317,987.1512,21.4725,0.4590,0.0359
18120,3624,45.8440,5,0,0.7478,1193.3518,14.4210,0.2738,0.0359
18125,3625,-58.7917,5,0,0.8958,1069.4539,19.9542,0.0984,0.0359
18130,3626,-26.2785,5,0,0.8789,1132.4861,17.3589,0.1198,0.0359
18135,3627,12.4156,5,0,0.8828,1286.5065,21.8337,2.3203,0.0359
18140,3628,-9.7956,5,0,0.8287,1189.8115,22.7724,0.1608,0.0359
18145,3629,-26.2883,5,0,0.8771,1206.0347,17.5290,0.1349,0.0358
18150,3630,7.4456,5,0,0.8097,1428.5575,24.0814,0.7603,0.0358
18155,3631,24.0981,5,0,0.8146,1316.3340,16.6765,0.4737,0.0358
18160,3632,-26.1185,5,0,0.8495,1372.3500,22.8951,0.1554,0.0358
18165,3633,-58.8408,5,0,0.8979,1165.9934,11.6886,0.0907,0.0358
18170,3634,-9.6302,5,0,0.8236,1055.1199,21.7042,0.1884,0.0357
18175,3635,-21.3742,5,0,0.8939,916.9338,22.2145,0.1135,0.0357
18180,3636,23.6351,5,0,0.8648,1160.8531,18.3680,0.8319,0.0357
18185,3637,12.6207,5,0,0.8528,972.1370,23.8626,2.0217,0.0357
18190,3638,40.6609,5,0,0.7224,1012.5835,24.0691,1.6765,0.0357
18195,3639,-75.0000,5,0,0.8516,885.1348,26.1434,0.1312,0.0357
18200,3640,-26.2788,5,0,0.8658,1187.1040,17.1992,0.1336,0.0356
18205,3641,-26.1655,5,0,0.7807,1233.5327,24.3393,0.1755,0.0356
18210,3642,-9.0104,5,0,0.7480,1081.9126,19.4487,0.2873,0.0356
18215,3643,-25.9006,5,0,0.7894,1045.3556,24.9901,0.2094,0.0356
18220,3644,-25.9446,5,0,0.7660,1200.4272,17.9230,0.4592,0.0356
18225,3645,6.6385,5,0,0.8166,1228.0406,23.5101,0.1792,0.0356
18230,3646,-9.5508,5,0,0.7991,1080.8588,16.8278,0.2057,0.0355
18235,3647,-26.0009,5,0,0.8180,1276.6628,24.5817,0.1719,0.0355
18240,3648,-10.1516,5,0,0.8880,1028.7957,16.9775,0.1137,0.0355
18245,3649,-9.7293,5,0,0.8316,1364.5275,21.3037,0.1709,0.0355
18250,3650,6.1317,5,0,0.8730,1188.8501,22.5102,0.1202,0.0355
18255,3651,-25.8618,5,0,0.8046,1164.8110,25.0236,0.1997,0.0354
18260,3652,-58.7778,5,0,0.8889,1255.0901,16.7561,0.1019,0.0354
18265,3653,-42.2949,5,0,0.8301,1220.8447,23.3557,0.1670,0.0354
18270,3654,-42.5952,5,0,0.8962,982.8503,21.7877,0.0979,0.0354
18275,3655,-42.4028,5,0,0.8066,1295.0642,17.4809,0.1516,0.0354
18280,3656,-9.7228,5,0,0.8371,1047.2657,22.8333,0.1806,0.0354
18285,3657,-58.8414,5,0,0.9207,1331.6154,20.8057,0.0815,0.0353
18290,3658,6.3533,5,0,0.8613,1052.8762,20.8677,0.1456,0.0353
18295,3659,55.7010,5,0,0.9032,1330.9833,20.9861,2.0674,0.0353
18300,3660,-26.5304,5,0,0.9083,1136.6589,23.5322,0.0877,0.0353
18305,3661,39.8316,5,0,0.8904,880.5367,19.4885,0.5251,0.0353
18310,3662,39.7263,5,0,0.9095,1131.1401,25.1822,2.4044,0.0353
18315,3663,-9.5197,5,0,0.7930,1101.8967,24.5428,0.2150,0.0352
18320,3664,-42.3265,5,0,0.7415,1304.0918,18.3853,0.2127,0.0352
18325,3665,-10.3110,5,0,0.8915,985.9554,22.7949,0.0952,0.0352
18330,3666,-9.7284,5,0,0.8337,1024.6029,21.8845,0.1755,0.0352
18335,3667,-26.2480,5,0,0.8760,1042.0645,21.5116,0.1343,0.0352
18340,3668,56.6510,5,0,0.7994,1116.7156,16.7213,1.3599,0.0352
18345,3669,-26.3578,5,0,0.8874,1146.3926,22.2034,0.1037,0.0351
18350,3670,-9.9871,5,0,0.8582,1324.5925,21.4001,0.1435,0.0351
18355,3671,-26.2415,5,0,0.8639,1343.3693,24.3137,0.1344,0.0351
18360,3672,39.5941,5,0,0.9093,1243.3679,18.8370,0.0795,0.0351
18365,3673,40.5385,5,0,0.7520,795.7579,24.8170,0.8590,0.0351
18370,3674,-58.7726,5,0,0.8863,1058.4576,19.2321,0.1195,0.0350
18375,3675,-25.9387,5,0,0.8085,1119.5911,18.0462,0.1982,0.0350
18380,3676,-26.3214,5,0,0.8753,1249.0007,19.8698,0.1258,0.0350
18385,3677,23.6921,5,0,0.8395,1205.7775,21.8672,1.5379,0.0350
18390,3678,-42.3297,5,0,0.8134,1092.1514,16.2166,0.1962,0.0350
18395,3679,5.7789,5,0,0.9097,1007.3093,18.6701,0.0813,0.0350
18400,3680,-21.1393,5,0,0.8355,1101.2660,20.9281,0.1641,0.0349
18405,3681,-42.2997,5,0,0.8450,1371.1660,20.4999,0.2004,0.0349
18410,3682,-9.4032,5,0,0.7972,1074.3794,22.1557,0.2287,0.0349
18415,3683,-9.9894,5,0,0.8693,1195.5980,18.6963,0.1232,0.0349
18420,3684,6.3577,5,0,0.8539,1252.0112,22.0872,0.1461,0.0349
18425,3685,-53.7161,5,0,0.8549,1202.4624,18.1465,0.1486,0.0349
18430,3686,-9.6055,5,0,0.7830,1060.4862,18.3504,0.1990,0.0348
18435,3687,6.2259,5,0,0.8820,991.2202,21.6586,0.1308,0.0348
18440,3688,-10.5556,5,0,0.9363,1246.8489,16.4737,0.0589,0.0348
18445,3689,-42.7529,5,0,0.9177,1364.6560,19.7329,0.0763,0.0348
18450,3690,-10.1709,5,0,0.8721,1058.6676,20.4238,0.1175,0.0348
18455,3691,-26.5179,5,0,0.9100,1194.1897,17.4274,0.0820,0.0348
18460,3692,-10.1532,5,0,0.8946,1190.6301,13.3119,0.1012,0.0347
18465,3693,-9.7322,5,0,0.8326,1104.1313,17.4881,0.1795,0.0347
18470,3694,23.4298,5,0,0.8923,1172.6504,18.8638,1.8687,0.0347
18475,3695,39.3749,5,0,0.9464,1104.0006,19.8332,0.0448,0.0347
18480,3696,5.9276,5,0,0.8893,1060.7905,14.5947,0.0976,0.0347
18485,3697,12.6448,5,0,0.8220,1206.6201,20.3109,0.4493,0.0346
18490,3698,-26.6925,5,0,0.9360,1165.9718,16.0883,0.0564,0.0346
18495,3699,5.5151,5,0,0.9441,1245.0928,19.0636,0.0529,0.0346
18500,3700,-26.3574,5,0,0.8718,978.7212,23.9171,0.1075,0.0346
18505,3701,-10.5142,5,0,0.9343,1216.6904,17.6169,0.0618,0.0346
18510,3702,-26.5483,5,0,0.9022,1161.7428,21.3739,0.0865,0.0346
18515,3703,-58.8351,5,0,0.9050,1212.4475,20.5630,0.1006,0.0345
18520,3704,7.2926,5,0,0.9249,1172.0237,23.2368,0.0677,0.0345
18525,3705,-42.4465,5,0,0.8660,1362.4773,18.6590,0.1386,0.0345
18530,3706,39.5305,5,0,0.9274,1283.1243,26.7914,2.7054,0.0345
18535,3707,-53.8937,5,0,0.9468,1207.2639,17.2223,0.0633,0.0345
18540,3708,-26.6226,5,0,0.9215,1189.9565,22.7104,0.0710,0.0345
18545,3709,5.7484,5,0,0.9122,1190.5801,15.5730,0.0779,0.0344
18550,3710,-26.4585,5,0,0.9055,1289.2854,27.7278,0.0949,0.0344
18555,3711,-26.3471,5,0,0.8438,1273.3906,20.0898,0.0879,0.0344
18560,3712,28.6147,5,0,0.8463,1264.9683,23.0853,0.7396,0.0344
18565,3713,-26.0694,5,0,0.8170,1432.3479,16.5154,0.1775,0.0344
18570,3714,-10.4603,5,0,0.9244,1134.9446,22.0052,0.0700,0.0344
18575,3715,40.2121,5,0,0.8151,1101.5430,24.6918,1.3818,0.0343
18580,3716,-58.6886,5,0,0.8443,1220.1785,23.2766,0.1731,0.0343
18585,3717,-26.6380,5,0,0.9211,977.1354,22.2804,0.0661,0.0343
18590,3718,-42.6602,5,0,0.9049,1263.7842,17.1829,0.0918,0.0343
18595,3719,-10.4547,5,0,0.9066,1256.6079,24.9664,0.0676,0.0343
18600,3720,-58.7727,5,0,0.8941,1355.6937,21.4902,0.1002,0.0343
18605,3721,5.7099,5,0,0.9206,1264.9741,19.8080,0.0737,0.0342
18610,3722,-10.0416,5,0,0.8684,1016.6980,20.2828,0.1347,0.0342
18615,3723,39.5909,5,0,0.9156,969.4989,23.2165,0.0812,0.0342
18620,3724,-9.9536,5,0,0.8781,1145.4790,22.1831,0.1239,0.0342
18625,3725,-10.3564,5,0,0.9290,1333.9257,19.7154,0.0819,0.0342
18630,3726,-58.8556,5,0,0.9260,1345.2336,24.9584,0.0641,0.0342
18635,3727,-75.0000,5,0,0.9243,1151.7830,19.6989,0.0579,0.0341
18640,3728,-10.5028,5,0,0.9397,1089.9106,19.9414,0.0638,0.0341
18645,3729,-37.8230,5,0,0.9470,1023.1864,22.9832,0.0693,0.0341
18650,3730,55.3605,5,0,0.9595,1212.4583,22.3285,0.0367,0.0341
18655,3731,-37.8261,5,0,0.9508,914.9886,21.0501,0.0485,0.0341
18660,3732,-75.0000,5,0,0.8801,1186.3857,22.8051,0.1240,0.0341
18665,3733,-10.8023,5,0,0.9729,1207.8694,21.9461,0.0255,0.0340
18670,3734,5.3584,5,0,0.9469,1149.3408,16.5357,0.0365,0.0340
18675,3735,-26.3382,5,0,0.8308,986.1764,21.8122,0.1440,0.0340
18680,3736,-26.5008,5,0,0.9325,1200.4755,24.9569,0.0811,0.0340
18685,3737,-42.8931,5,0,0.9659,1052.9590,26.5120,0.0303,0.0340
18690,3738,-58.8563,5,0,0.9282,1160.6057,18.0445,0.0840,0.0339
18695,3739,39.4934,5,0,0.8729,1152.9678,26.5560,0.4456,0.0339
18700,3740,-58.8925,5,0,0.9462,1266.4619,15.7198,0.0398,0.0339
18705,3741,-26.6801,5,0,0.9442,1130.4987,14.7316,0.0594,0.0339
18710,3742,-37.8245,5,0,0.9598,1102.5927,18.6038,0.0411,0.0339
18715,3743,-10.8277,5,0,0.9758,1304.5806,15.5588,0.0205,0.0339
18720,3744,-26.3732,5,0,0.8691,1075.8826,22.9983,0.1296,0.0338
18725,3745,-42.7180,5,0,0.9174,1044.2981,18.7318,0.0678,0.0338
18730,3746,55.5265,5,0,0.9415,1248.8008,19.8616,2.3090,0.0338
18735,3747,7.1851,5,0,0.9269,1279.8574,13.8926,2.9234,0.0338
18740,3748,-10.6541,5,0,0.9167,1226.9778,26.2347,0.0444,0.0338
18745,3749,-42.5521,5,0,0.8849,1257.1458,19.1847,0.1261,0.0338
18750,3750,44.9199,5,0,0.8277,1105.9144,18.8406,1.0657,0.0337
18755,3751,-10.4226,5,0,0.8977,1045.0887,20.9909,0.0769,0.0337
18760,3752,-10.3743,5,0,0.8735,1161.7263,23.3578,0.0830,0.0337
18765,3753,-26.1226,5,0,0.8390,1117.3618,21.5555,0.1799,0.0337
18770,3754,-26.4052,5,0,0.8527,1026.7004,19.2474,0.1103,0.0337
18775,3755,6.2076,5,0,0.8665,1327.8928,16.5882,0.1288,0.0337
18780,3756,-10.1444,5,0,0.9002,1196.4495,17.2457,0.1080,0.0336
18785,3757,-26.4967,5,0,0.9114,1067.8335,26.5895,0.0883,0.0336
18790,3758,-42.5758,5,0,0.9022,1103.6605,17.0992,0.1236,0.0336
18795,3759,55.8299,5,0,0.9120,1295.2925,17.7597,2.4967,0.0336
18800,3760,-42.3234,5,0,0.8500,1177.0183,21.0756,0.1657,0.0336
18805,3761,-21.4545,5,0,0.8924,1142.5188,22.1730,0.0988,0.0336
18810,3762,-26.4116,5,0,0.8872,1362.9268,18.5643,0.1055,0.0335
18815,3763,23.7037,5,0,0.8479,1371.6205,15.6046,1.5493,0.0335
18820,3764,-21.5301,5,0,0.9013,1016.5861,17.1450,0.0831,0.0335
18825,3765,-58.7820,5,0,0.8850,1179.2223,20.6985,0.0949,0.0335
18830,3766,-58.8314,5,0,0.8669,1071.6021,21.3876,0.1479,0.0335
18835,3767,-26.5632,5,0,0.9070,1271.9174,11.9109,0.0866,0.0335
18840,3768,-48.7725,5,0,0.8866,1122.7756,18.0168,0.0940,0.0334
18845,3769,-10.3986,5,0,0.9084,1179.1384,19.6475,0.0807,0.0334
18850,3770,-26.6505,5,0,0.9228,1172.3850,23.9630,0.0645,0.0334
18855,3771,55.4965,5,0,0.9399,1288.9580,20.6196,1.1834,0.0334
18860,3772,-42.8068,5,0,0.9190,1113.5453,21.5613,0.0668,0.0334
18865,3773,-53.9126,5,0,0.9455,1125.4669,18.7391,0.0519,0.0334
18870,3774,7.6027,5,0,0.8054,1026.2870,19.0827,0.9105,0.0333
18875,3775,-10.1679,5,0,0.8084,991.4822,15.7196,0.1305,0.0333
18880,3776,55.7032,5,0,0.8727,1277.1790,25.0061,0.4584,0.0333
18885,3777,-26.1971,5,0,0.8642,1370.6007,15.8060,0.1404,0.0333
18890,3778,23.7038,5,0,0.8260,1182.1719,24.5063,0.4101,0.0333
18895,3779,-36.9076,5,0,0.7475,1095.9856,17.0133,0.2745,0.0333
18900,3780,-58.5621,5,0,0.8567,777.2318,20.7856,0.1796,0.0332
